"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","ID","x","y","Region","ground_truth","cell_class","neuron_class"
4.01401545096645,6.27446989202203,-5.30733538505522,0.804388863901303,0.21423973191274,0.386025737238768,-0.722272125623734,0.347974899287041,0.873542526667568,-1.46902791467265,0.443082777405186,0.317747832440464,-0.421295243936025,0.556885657495742,0.354420778279465,"-3033x2825",-3033,2825,"MPA","MPA","Endothelial 3",NA
-0.169039216791751,-0.654797182156222,-1.9967301994339,3.18778420886671,2.11712502760199,2.3267321226694,2.71643342049136,1.17159305567243,-1.5684415764276,-0.84540509891906,0.775859981063329,0.0491967724103448,0.522783621190698,-0.747819479653825,-0.377624549327716,"-3027x2956",-3027,2956,"MPA","MPA","Inhibitory","I-5"
-2.7760894012643,-2.07266443739071,-0.474756457227678,0.657319494977464,2.30556665487531,3.45538120098742,3.00057586388676,1.90416759732831,-1.16936024375673,1.34976446079729,-0.446207764196797,-0.0880595177276859,-0.134047266507592,-1.01222201837476,-1.252835694719,"-3021x2962",-3021,2962,"MPA","MPA","Inhibitory","I-5"
-1.75951326535672,-0.724153093119549,-0.432452620391178,1.53000441503916,0.898066284463769,2.96832793011684,3.92226550017145,0.00732965237288435,-2.07403929962393,-0.64035679395326,0.935193750319692,-0.837593978542214,-1.27784205489249,1.59750496327803,-0.510911041440143,"-3017x2996",-3017,2996,"MPA","MPA","Inhibitory","I-5"
6.69509233790765,3.86180027917719,-5.76914871607019,0.642302397681721,-0.953337890558708,-0.373397990320881,0.663136231502381,0.927981373028974,-0.441371350512228,0.911553637011619,-0.282942428745692,-0.495659605333054,-0.637507849629015,0.803260933412413,1.17841105937443,"-3005x2878",-3005,2878,"MPA","MPA","Endothelial 1",NA
7.32307843891534,3.48701938556262,-7.59532396948674,1.54346061147799,0.548326518031526,-2.3155299418163,0.263774337609772,0.401517265362876,-0.298513150923346,-0.433505042373638,-0.155427182519233,-0.580010214195768,-0.0578468840997135,-0.238074739620718,-0.459619039313417,"-3005x2898",-3005,2898,"MPA","MPA","Endothelial 1",NA
-1.1570367551463,-0.404568849381978,0.178056549509241,1.08161767411869,2.07203798300512,0.519725180205893,4.32533967444558,-1.4716504594135,0.464045033286451,0.0167329095676462,-0.00295665414826641,-1.17314316353375,0.558391911393975,-0.383222484009836,-0.797683451083265,"-3002x2965",-3002,2965,"MPA","MPA","Inhibitory","I-29"
6.09779150126211,-4.63565897385995,1.28496092782883,0.652211664390166,2.26385508203402,-0.496946174866871,0.248886895623807,0.189771765945297,-2.4358329131332,-1.50200942242394,0.0552266012988037,0.886426719551142,0.72613488384519,0.422257194933591,-0.77311488691507,"-2997x3005",-2997,3005,"MPA","MPA","Astrocyte",NA
-1.4827801891349,-1.77805445312362,0.632449541055027,1.6775993715963,1.30926831916337,2.34491014333022,1.67856446960675,2.19713072279756,0.249811516197322,0.517144632186175,0.764316166382396,-2.7917878658095,2.53807924843201,0.693948326122607,0.770445233420176,"-2967x2894",-2967,2894,"MPA","MPA","Inhibitory","I-25"
-0.579255754068315,-0.2233021668694,-0.933088011602249,-1.91971371661369,1.20364936518534,2.40903693846674,1.3486931963824,3.38314140105638,1.12199196101788,-1.49744650793805,1.20975271216725,-0.176588619831775,-0.977043236429306,-1.42392057813215,-0.712466826944929,"-2963x2927",-2963,2927,"MPA","MPA","Excitatory","E-20"
-1.22751797912748,-0.360760986911665,0.00319550433646363,-2.56831499985148,2.42016450876729,-0.0664599744231462,0.821619855449955,-0.160909072346506,-0.538028843710292,-0.0137909441533943,-0.00943916541442144,0.36633767393546,1.21543278015661,2.58388041456439,1.8114843658264,"-2955x2874",-2955,2874,"MPA","MPA","Excitatory","E-11"
7.6961742399022,-4.5841284504911,-0.456819609956616,-0.669873658956185,1.36963118940075,-0.314995399650108,-0.555115146723647,0.211873063692404,-1.28194341857104,-1.63263199493652,-0.610752920827479,0.667797500306026,0.0521280988363383,0.510856075745331,0.97260154538298,"-2953x2982",-2953,2982,"MPA","MPA","Astrocyte",NA
6.460843637946,6.04904159548167,6.45068045733913,1.50155889209756,-0.505713342547985,-1.51683500124068,0.948907417083246,-0.050666949508808,0.0841749827700225,0.026396213189601,-0.465925761228334,0.4010504357556,-0.72413564902818,0.665658114682349,-0.319442610900514,"-2949x2836",-2949,2836,"MPA","MPA","OD Mature 2",NA
-4.87725745510621,-1.17708024691318,0.152369174000759,2.10356244307672,0.307814777210844,0.61318072817664,0.43124693409959,-0.973333957870173,2.62410563542278,1.02266623528916,0.131034590686017,-0.902394982864218,-1.45818374517763,2.3285848615134,0.0398110798015578,"-2948x2959",-2948,2959,"MPA","MPA","Inhibitory","I-1"
