"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","ID","x","y","ClusterName","ClusterID","Region","ground_truth"
1.46408576296162,-3.27430785839709,-2.43115224647733,-1.28966626867628,1.22338419056985,2.82635227501268,-1.03629972953277,-2.15254683021361,-3.65402179437834,-2.83415871637565,2.47770240404786,-1.12082516771345,-0.442590542759527,0.504495636180334,1.9383167711228,"cell_778",18171.23046875,24590.794921875,"Inhibitory_CP","18","Layer 6","Layer 6"
-2.54997359561512,-1.99057819980817,-1.52509126588328,0.902104909678194,0.945100297096636,1.39009971471442,-0.28646496343629,-0.816633998302825,-0.76539026210363,-2.30095090457571,-2.06122184326959,-0.714953244224951,-5.59904365889863,4.16329286559214,-1.87860092276216,"cell_1409",19838.080078125,6456.14453125,"Inhibitory_CP","18","Internal Capsule Caudoputamen","Internal Capsule Caudoputamen"
-2.61129453890601,-6.53971667478865,0.384088148719536,4.19145731292591,0.158780574510097,-0.761801605080636,2.69879702871712,0.685337101281335,-1.93984837904462,0.290609652472311,-1.11326862784235,-0.186516853754822,1.18886960872432,0.404911132913982,-1.49076274164235,"cell_3642",11247.43359375,36626.890625,"Inhibitory_CP","18","Layer 4","Layer 4"
-0.435524428627179,0.890571747634031,-5.31813453302021,3.22781715159355,1.89437924247615,1.1157642390485,2.30155809459937,3.8576762753992,-1.23855632099667,1.09513671729252,4.52494779153062,0.321750232868473,-2.08548848424177,4.94841008028342,-0.656290566820205,"cell_1302",19253.23046875,7389.7314453125,"Inhibitory_CP","18","Internal Capsule Caudoputamen","Internal Capsule Caudoputamen"
-3.06899931551167,-2.37685604905921,-5.46908311574785,1.3866516426673,-0.363728617291828,2.28360668581374,-2.17981687337865,1.49058468165734,2.75277110750673,-0.546416849672568,-2.01255240581732,-1.08716185116834,-0.288083532175256,0.735875430872662,-0.0312772100252912,"cell_1285",19612.52734375,10793.16015625,"Inhibitory_CP","18","Internal Capsule Caudoputamen","Internal Capsule Caudoputamen"
-3.592011239109,-2.7848967493594,-2.99496565414985,8.06370490723703,1.28251953650973,2.61491980531978,-1.26876701944194,1.15285359498361,0.789926487476698,-0.7545897654393,-3.49899034643343,-0.971075024332555,-0.190255703374045,1.34641105883029,-0.29386273192766,"cell_769",18374.294921875,26286.857421875,"Inhibitory_CP","18","Layer 4","Layer 4"
-0.350508534063465,-0.524166577160306,-4.20559045718659,-1.65542533661587,4.16691544571691,0.89377490261381,1.03319854049645,1.64928580078465,-2.80715151713843,-1.84049719478732,0.584118977321329,-0.760816714452856,-1.92353244856737,3.46307330868298,-0.345544591593611,"cell_1466",18132.01953125,2115.037109375,"Inhibitory_CP","18","White matter","White matter"
-1.14434442207938,-4.8187435809091,2.46330837320405,4.23229068515479,1.8933120056126,1.17556002732485,1.77045162030254,-1.48483263222215,0.0587412566112834,-0.092714584282233,-1.80579740406858,1.21315265343347,-2.43360660551116,3.37444056654272,-2.00080397624941,"cell_5870",4197.7890625,39465.35546875,"Inhibitory_CP","18","Layer 4","Layer 4"
-2.02231496402181,-0.874203330608023,-4.15078573733954,1.42937098060138,-1.971230641301,-0.340519211457627,-3.4021608015984,0.671325558871094,0.97413189838959,-4.19908558089012,0.036193344961039,-4.25519791291919,-1.07153795718947,1.6820546197187,-1.986266502418,"cell_1392",20452.072265625,6184.98095703125,"Inhibitory_CP","18","Internal Capsule Caudoputamen","Internal Capsule Caudoputamen"
0.0550050821817343,-1.19464298565141,1.78437756129938,2.99603958787507,3.60914126913582,-1.17011072436167,-3.09456916151726,-1.00987725545403,-3.3088417099332,1.67119213724503,4.59459819167881,1.69475941260677,-0.0877796039887461,1.13203364263604,-0.428417444161131,"cell_5682",3757.86645507812,46281.16796875,"Inhibitory_CP","18","Layer 2-3 medial","Layer 2-3 medial"
