"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","ID","Total_counts","x","y","label","region","Region","ground_truth"
-0.468911109309066,0.211406473687863,-2.37104282108563,0.847754955341556,-1.58241888175084,-2.18695042603534,-1.57526960118154,-0.305579555542952,-1.30955074368235,0.57862590026394,0.114590778588261,0.785702566465996,-0.99036742721624,-0.0366069198307996,-0.382028173038903,"Cell_9",310,4980.77766400437,-49.7712471841081,"L6","L6","L6","L6"
-2.92709154818652,1.43542448243075,-1.03168377116617,3.4661775069729,0.990659293138685,2.01319440014149,1.04039711257495,0.611551033710612,0.466451686859897,0.804515338792374,-1.81400020225523,0.618714597905683,-0.787158629968374,0.731984910705528,0.11318722839721,"Cell_10",533,8729.17742496234,-53.4731139181829,"L4","L4","L4","L4"
-3.33726703541984,1.47285079599036,1.16381401575313,-0.306229908236671,0.366756137912126,1.48435195710164,-1.76672260961788,1.43068702315461,1.23953341928567,-0.900829293069526,0.00547135282544966,-1.30699958800598,-0.442348701927283,0.480248131745834,0.552831181662416,"Cell_13",452,11547.5663592033,-46.3154926267552,"L2/3","L2/3","L2/3","L2/3"
0.120474149038281,0.990595120731141,-2.7730753409683,2.76200545671143,-1.05169840048402,-0.274857904315175,-1.00457642223118,-1.12083184288697,1.24288816965472,0.410308849292111,3.09731707979566,0.169357070488972,-0.0505421517321109,1.32369719506518,-2.32272166227874,"Cell_15",288,3280.98026374809,-37.6128106216919,"L6","L6","L6","L6"
-1.98272240019964,1.92697626151914,-2.19461318567923,0.500388306554733,-1.54547847952975,0.808265630633302,-2.40912173040712,-0.253238087094476,0.0206593870225237,-1.06444113949627,-0.247921599554804,-1.77930703179275,-0.164097243082749,-1.27865469545956,1.17854523698116,"Cell_16",457,7582.7936012936,-45.3503118503119,"L4","L4","L4","L4"
-2.8955140578057,2.42572002616531,-0.703911998841535,1.70194285064939,-1.45602726099506,-0.454566184495448,0.351321520051039,-0.673424183417255,-0.633552310060976,-0.351156804558963,1.49615562631126,0.636467484116427,-0.8847707417529,-0.820619757333086,0.0524520126088905,"Cell_17",472,4691.68364091336,-50.1370034407257,"L6","L6","L6","L6"
-3.22679200773598,2.56174673193947,0.651717119198913,0.130937384580455,0.274068216989367,-0.50966690664909,-2.04724693173694,1.71047473009612,-0.768964119535868,-0.420159834129722,0.766983912708303,0.764912923639872,0.226990503845175,-1.39274787417446,0.94929466149642,"Cell_20",413,12817.1438092502,-48.9578282102844,"L1","L1","L1","L1"
-1.1753197786033,1.0906320257043,-3.29543741611153,1.6178897935197,-1.49477593936981,-0.655598229333736,0.683700574879899,-0.85696143628185,1.3429133751938,-0.988641645823942,1.21860521693923,-0.401079967994033,0.5394299557743,-1.32994140727306,1.67889317195015,"Cell_21",535,3426.17491573532,-91.8814972503104,"L6","L6","L6","L6"
-1.5964295525244,0.0538237840143343,0.265740039333254,-0.15666134651242,-0.93058182477591,-1.28516344720374,-1.00301590542232,-0.706051285194591,-0.730603707786404,-0.325881994881961,1.5522441672021,1.12071772060222,-0.521251020784145,-0.549930993066798,0.328689569782099,"Cell_22",750,5157.4353236469,-84.1451196662778,"L6","L6","L6","L6"
3.85182157008222,-0.795890788566229,-3.37695008373831,3.13325505228245,-1.42374747242261,-0.772627055731319,-1.40783968733152,2.86747585595382,-0.465725547666762,-1.59120374459512,-3.27872046909657,1.25722326976973,-2.14003859947347,0.458693999030506,-1.71318507888491,"Cell_23",304,1480.03906415414,-61.3103959347872,"CC","CC","CC","CC"
-3.46150926777623,2.45974792394212,-0.331936850283467,2.75019638977923,0.204019598683648,1.90502563401678,1.14126309770669,1.06529702033213,0.271791186048548,0.291875171615466,-0.975158811370456,-1.33300708646268,-0.366059686000602,-1.37985279625375,-0.789013194628379,"Cell_24",462,9461.6039444092,-55.560521307883,"L2/3","L2/3","L2/3","L2/3"
