"X","Y","cluster","super_cluster","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
537.743865677316,83.6366767108928,"1",6,2.21800024828968,-0.606411779365139,5.66328575466652,-3.89503712445848,-3.97176878423943,0.478769032918692,-3.84809499079076,-0.673486582024226,-0.596969750772957,-1.30257950229293
557.017219099102,83.6366767108928,"1",6,1.93220562463091,-0.680304712104699,2.70869583678506,-4.77798486136421,-1.97599335405324,-1.59899594884585,-0.702127582046583,0.890497319802836,0.593964094476463,0.344805633717888
576.290572520888,83.6366767108928,"1",6,1.64961685257408,-1.38970556543829,1.31739507575512,-1.4366426379627,-1.14926046860912,-1.7547680190228,-2.58543846131328,0.00941237795431127,1.32047522624086,1.85403904960669
595.563925942673,83.6366767108928,"1",6,1.60495951179825,-0.647588513015611,2.23413765349737,-6.59523841271925,-1.65947879071491,-0.524978658463056,-2.01086880496228,-0.267205460340537,0.516529040428367,1.03021649787182
846.117520425885,83.6366767108928,"2",1,1.11915250666637,-0.661153949783801,2.06799014826134,-2.25501989477422,-5.13499129667474,-2.17745402147725,-3.20257603587373,1.77298460495737,-0.41880204926586,1.81511443080127
865.39087384767,83.6366767108928,"2",1,2.57012332530163,-2.31534190189814,3.95733217324487,1.59677320617402,-6.73705808533235,-3.88740751059821,-0.719849948732595,2.2493059801298,-2.52154131798873,2.74236140345888
499.197158833745,102.910030132678,"1",6,-0.31200470282392,-1.80347424301281,2.55579431178355,-4.9922614732945,-2.80295068924492,0.0356552790601091,-3.56224701426823,2.36515220637901,-2.57430563808903,0.576506419179605
518.470512255531,102.910030132678,"1",6,-0.822048901324373,0.169020593814058,1.98806636033504,-2.77715465915237,-6.05907587180585,0.152821300731891,-3.46845889795948,0.570552075749594,-0.0519451285269458,1.94096168654592
537.743865677316,102.910030132678,"1",6,1.57931593109948,-0.309244952109001,0.170392716218477,-3.30874594406151,-5.46050136162575,-5.43335438068352,-1.81950329930487,1.48378382506269,-1.41082913635983,-0.192167443239314
557.017219099102,102.910030132678,"1",6,1.65884364114327,0.0401172728856542,4.58358689952768,-5.91643925456602,-1.2198830180138,-5.46422745520006,-4.34909709793046,2.14499370035099,-1.19988763199449,-0.896889366457874
576.290572520888,102.910030132678,"1",6,1.18444946174061,-0.720632200602985,1.64940470641982,-0.988290169623834,-0.173105706451607,-2.63516443530356,-5.77032075803896,-0.361243305331025,0.037989621287309,2.62751823902322
595.563925942673,102.910030132678,"1",6,-0.106837723129218,-2.16539393413531,1.42566291630303,-7.13106156241048,-1.82648706272227,-2.73992297186844,-2.1425287359542,0.860675126425937,0.0873012577399743,2.16684336990774
614.837279364459,102.910030132678,"3",4,4.91934448627928,-1.29033440319315,1.40655634328929,-8.74305165099465,-8.30892476638342,-2.47459097910125,-0.711610130878405,1.87819039234622,0.580731264047789,-1.57984750845844
634.110632786244,102.910030132678,"3",4,1.23632169117543,-0.417160432856947,1.27920525451156,-2.09796593138119,0.0879519694696932,-2.44113590495167,-9.06702740872396,0.230141026097105,-1.40886721136103,-1.24330737446371
807.570813582314,102.910030132678,"4",4,4.55864233165196,0.0982662862164624,4.66008793565964,-3.89745395688848,-7.29635314260184,-4.64979265053859,-4.15619623052724,-0.0856822815158487,1.39234423889976,0.173304140826522
826.844167004099,102.910030132678,"4",4,5.50510764293224,-1.18985938776998,3.41430447528948,-1.43812519659049,-1.91122490358388,-4.24704341936835,-1.95439856166297,0.103710559875769,-0.856234240855853,3.01552430554779
846.117520425885,102.910030132678,"2",1,0.243778248735436,-1.68627652742628,0.346272210752998,-0.314702105895349,-1.1760890114676,-5.00407458401766,-4.16479658397682,2.13745565842049,-1.63864859964256,2.61324927536552
865.39087384767,102.910030132678,"2",1,1.57190528013306,-1.55173986174423,2.31667545729079,-0.718384285231877,-8.23213451891785,-3.70535273846962,0.219450507189677,1.51901630550354,-0.00558874994880818,1.51262455857763
884.664227269456,102.910030132678,"2",1,4.54663222144823,-0.497513144511545,3.91993696753867,-3.47138237573232,-2.23033516089155,-1.35654476100054,-1.00725279275568,1.56957017007228,-0.304334635423957,1.61312653003422
903.937580691241,102.910030132678,"2",1,1.54972106811494,-0.530613570356248,1.86124689858173,-2.52900294300853,-4.88389768242472,-7.14909488524919,-0.421222507838431,0.969140010913376,-0.470397154497142,3.73889174292838
479.92380541196,122.183383554464,"1",6,-0.704288732682044,-0.872503231153424,3.78955244009039,-2.1996217721826,-2.50226850572641,-0.647261398378244,-2.44402090755824,0.743229081160511,-0.576593200558979,-1.64485743292565
499.197158833745,122.183383554464,"1",6,0.0427611936373374,-0.241396877238814,2.58797505129046,-4.29638962629712,-0.175702492077836,0.139875463190947,0.104426695908193,1.25839994019048,-0.294039513307886,0.400076176994641
518.470512255531,122.183383554464,"1",6,1.50137053273935,0.257940766759194,2.86097694913413,-6.83657047608098,-0.904871626811948,0.678980153487006,-9.02559894026992,3.23385332437191,1.22661312872092,1.70785959386687
537.743865677316,122.183383554464,"1",6,1.31645767058127,-0.0801275185597551,1.59594736006904,-4.71616336364616,-2.35538203242662,-0.46020586490617,-2.42279200888666,4.07464699511694,0.0956868123844373,0.745311685610862
557.017219099102,122.183383554464,"1",6,-0.379625829658935,-1.7648356016216,1.79715408996352,-1.0851069820335,-1.38477791935277,-2.76877623769459,-2.9045302936662,-0.100341473607663,-0.664218817373735,1.98063353331066
576.290572520888,122.183383554464,"1",6,0.844606883949832,-1.21566141237473,2.08609351250478,-1.63085841669611,-8.04694144873067,-0.459784160960567,-0.813342942068976,-0.290933884853971,0.74590714785593,-1.5478743205288
595.563925942673,122.183383554464,"1",6,3.52640085102041,-0.494324360687841,2.11250853806115,-2.43864018078417,-3.21064283359143,-3.83243020531582,-4.01706517081714,0.0841388614555032,0.22455061617365,1.60551095194969
614.837279364459,122.183383554464,"3",4,2.88020638618114,0.221173934377233,4.30200005037245,-4.39818972601193,-0.967600588474936,-2.98289033752232,-0.818677846099406,0.684507434820511,1.51775049887825,1.06911448270313
634.110632786244,122.183383554464,"3",4,0.753801626429364,-1.74220253343038,1.53409761048866,-1.6056488495662,-1.07063789305707,-1.81202231988272,-8.502461185185,1.82958799954679,0.570510111183802,-0.860392258496865
653.38398620803,122.183383554464,"3",4,3.6823771448184,-1.08820816408164,3.78046048099128,1.03475644565913,-2.70840471779228,-3.05964699658307,-3.30119935867877,2.25888642354236,-1.00583976134095,0.245356561689035
788.297460160528,122.183383554464,"4",4,2.61535888790753,-1.3667655196554,0.0129251255972842,-1.49689575407967,-0.896294962981693,-1.40635647947485,-2.1785724220735,-0.27466199369495,-1.35334874193261,-0.304929648298503
807.570813582314,122.183383554464,"4",4,3.89666337100251,-1.72808602336916,1.79381043867996,-8.98390583659513,-1.83292342594994,-1.96742396770044,-2.16152643149828,2.30358192376362,0.374932199755339,2.14721426875938
