x,y
243.29551432153076,1748.5856052192996
238.95576091991956,1754.4370853043954
235.21044996174885,1760.6857591316707
232.09565083894103,1767.271448556296
229.64136076977115,1774.1307297890087
227.87121590925676,1781.1975442018727
227.2215041626582,1785.5775450188057
226.82696183479786,1787.1526462837937
224.90323140534804,1791.2200325406761
222.44894133617817,1798.0793137733888
220.67879647566377,1805.1461281862528
219.60984428647117,1812.3524184933585
219.2523793625311,1819.62878417969
219.46516815033726,1823.960199460839
219.18270467991408,1829.70987548828
219.47348528374798,1835.6288506555954
216.75868106855853,1837.2560416816425
210.9072009834628,1841.5957950832537
205.50926759251035,1846.4881967306974
200.61686594506673,1851.8861301216498
196.27711254345553,1857.7376102067456
192.53180158528482,1863.9862840340209
191.62303539442613,1865.9077087091378
190.67253764997415,1867.1893065576523
185.7489337715488,1870.8409000637137
180.35100038059636,1875.7333017111573
175.45859873315274,1881.1312351021097
171.11884533154154,1886.9827151872055
167.37353437337083,1893.2313890144808
164.258735250563,1899.8170784391061
161.80444518139313,1906.6763596718188
160.03430032087874,1913.7431740846828
158.96534813168614,1920.9494643917885
158.60788320774606,1928.22583007812
158.96534813168614,1935.5021957644515
159.25902262327577,1937.4819883721873
158.89094878246715,1938.5106858436989
157.64950974988074,1943.4667882756908
155.28746563183455,1946.6516360856456
151.54215467366384,1952.9003099129209
148.42735555085602,1959.4859993375462
145.97306548168615,1966.3452805702589
144.20292062117176,1973.4120949831229
143.8307249029271,1975.9212347031682
138.22336975789375,1978.5733161726819
131.97469593061854,1982.3186271308525
126.1232158455228,1986.6583805324638
120.72528245457038,1991.5507821799074
115.83288080712674,1996.9487155708598
111.49312740551554,2002.8001956559556
109.0665782244908,2006.8486483818867
105.91710474511476,2010.3235568794598
101.57735134350355,2016.1750369645556
97.83204038533286,2022.423710791831
94.71724126252504,2029.0094002164562
92.26295119335515,2035.868681449169
90.49280633284074,2042.935495862033
89.42385414364817,2050.141786169139
89.06638921970806,2057.41815185547
89.42385414364816,2064.6945175418014
89.82169829723155,2067.3765649679563
88.98497627499616,2073.017286657419
88.62751135105604,2080.29365234375
88.98497627499614,2087.5700180300814
90.05392846418873,2094.7763083371874
91.82407332470314,2101.8431227500514
94.27836339387301,2108.702403982764
96.68333785940446,2113.7872952645707
92.96159455784239,2117.1604867697574
88.06919291039875,2122.55842016071
84.66234371057449,2127.15202454346
83.46910663618554,2127.867223322263
77.61762655108978,2132.206976723874
72.21969316013738,2137.0993783713175
67.32729151269375,2142.49731176227
62.98753811108254,2148.3487918473656
59.24222715291185,2154.5974656746407
56.12742803010403,2161.1831550992665
