ID,x,y,kmeans
spot_0,16265,19934,4
spot_1,18526,7893,3
spot_2,7178,18782,4
spot_3,14487,6446,3
spot_4,15497,7025,3
spot_5,14237,9202,2
spot_6,16762,11230,1
spot_7,20049,17175,3
spot_8,12973,7898,4
spot_9,12477,16601,0
spot_10,20551,13693,4
spot_11,20300,15289,2
spot_12,14999,14858,0
spot_13,14993,7896,3
spot_14,6163,12110,4
spot_15,10954,7319,1
spot_16,19288,12969,3
spot_17,9698,14138,4
spot_18,9693,8916,4
spot_19,16508,9055,1
spot_20,6163,12691,4
spot_21,12973,7317,4
spot_22,14750,18775,1
spot_23,14246,19066,4
spot_24,7177,17912,2
spot_25,15504,15148,0
spot_26,20049,17755,3
spot_27,14745,13263,4
spot_28,17023,19788,1
spot_29,7674,8628,3
spot_30,6923,15156,0
spot_31,16002,7605,3
spot_32,11968,12540,4
spot_33,12221,13555,4
spot_34,7177,17621,4
spot_35,10207,18779,4
spot_36,17518,9634,1
spot_37,15499,9926,3
spot_38,10705,11236,3
spot_39,19033,10503,1
spot_40,10955,8770,3
spot_41,16517,18628,1
spot_42,5912,14576,4
spot_43,14993,8186,3
spot_44,18528,9633,1
spot_45,7427,14865,0
spot_46,10956,9640,3
spot_47,16015,21530,2
spot_48,10460,19504,1
spot_49,19792,12678,3
spot_50,12722,8623,4
spot_51,7170,9498,4
spot_52,7423,10804,2
spot_53,20548,11372,4
spot_54,13741,19066,4
spot_55,5661,15302,1
spot_56,9699,15298,4
spot_57,15255,18485,1
spot_58,6670,14431,0
spot_59,19292,17030,3
spot_60,17271,15001,4
spot_61,7683,18491,4
spot_62,17019,15727,4
spot_63,7425,12834,4
spot_64,9700,16169,4
spot_65,8694,20231,3
spot_66,20550,12823,3
spot_67,9446,14573,4
spot_68,17274,18773,1
spot_69,16264,18484,1
spot_70,15500,10796,2
spot_71,15753,11231,4
spot_72,9695,10947,2
spot_73,5915,17187,4
spot_74,12728,15876,0
spot_75,15510,21530,2
spot_76,17522,13986,4
spot_77,13229,11524,4
spot_78,18788,18481,3
spot_79,12478,18632,0
spot_80,17015,11085,1
spot_81,7679,14720,0
spot_82,8689,14719,2
spot_83,10955,9060,3
spot_84,18783,12969,3
